t,fix,sats,hdop,lat,lon,alt_m,speed_kmh,course
1788053177.14,0,00,99.99,,,,0.0,0.0
1788053178.14,0,00,99.99,,,,0.0,0.0
1788053179.14,0,00,99.99,,,,0.0,0.0
1788053180.14,0,00,99.99,,,,0.0,0.0
1788053181.14,0,00,99.99,,,,0.0,0.0
1788053182.14,0,00,99.99,,,,0.0,0.0
1788053183.14,0,00,99.99,,,,0.0,0.0
1788053184.14,0,00,99.99,,,,0.0,0.0
1788053185.14,0,00,99.99,,,,0.0,0.0
1788053186.14,0,00,99.99,,,,0.0,0.0
1788053187.14,0,00,99.99,,,,0.0,0.0
1788053188.14,0,00,99.99,,,,0.0,0.0
1788053189.14,0,00,99.99,,,,0.0,0.0
1788053190.14,0,00,99.99,,,,0.0,0.0
1788053191.14,0,00,99.99,,,,0.0,0.0
1788053192.14,0,00,99.99,,,,0.0,0.0
1788053193.14,0,00,99.99,,,,0.0,0.0
1788053194.14,0,00,99.99,,,,0.0,0.0
1788053195.14,0,00,99.99,,,,0.0,0.0
1788053196.14,0,00,99.99,,,,0.0,0.0
1788053197.14,0,00,99.99,,,,0.0,0.0
1788053198.14,0,00,99.99,,,,0.0,0.0
1788053199.14,0,00,99.99,,,,0.0,0.0
1788053200.14,0,00,99.99,,,,0.0,0.0
1788053201.14,0,00,99.99,,,,0.0,0.0
1788053202.14,0,00,99.99,,,,0.0,0.0
1788053203.14,0,00,99.99,,,,0.0,0.0
1788053204.14,0,00,99.99,,,,0.0,0.0
1788053205.14,0,00,99.99,,,,0.0,0.0
1788053206.14,0,00,99.99,,,,0.0,0.0
1788053207.14,0,00,99.99,,,,0.0,0.0
1788053208.14,0,00,99.99,,,,0.0,0.0
1788053209.14,0,00,99.99,,,,0.0,0.0
1788053210.14,0,00,99.99,,,,0.0,0.0
1788053211.14,0,00,99.99,,,,0.0,0.0
1788053212.14,0,00,99.99,,,,0.0,0.0
1788053213.14,0,00,99.99,,,,0.0,0.0
1788053214.14,0,00,99.99,,,,0.0,0.0
1788053215.14,0,00,99.99,,,,0.0,0.0
1788053216.14,0,00,99.99,,,,0.0,0.0
1788053217.14,0,00,99.99,,,,0.0,0.0
1788053218.14,0,00,99.99,,,,0.0,0.0
1788053219.14,0,00,99.99,,,,0.0,0.0
1788053220.14,0,00,99.99,,,,0.0,0.0
1788053221.14,0,00,99.99,,,,0.0,0.0
1788053222.14,0,00,99.99,,,,0.0,0.0
1788053223.14,0,00,99.99,,,,0.0,0.0
1788053224.14,0,00,99.99,,,,0.0,0.0
1788053225.14,0,00,99.99,,,,0.0,0.0
1788053226.14,0,00,99.99,,,,0.0,0.0
1788053227.14,0,00,99.99,,,,0.0,0.0
1788053228.14,0,00,99.99,,,,0.0,0.0
1788053229.14,0,00,99.99,,,,0.0,0.0
1788053230.14,0,00,99.99,,,,0.0,0.0
1788053231.14,0,00,99.99,,,,0.0,0.0
1788053232.14,0,00,99.99,,,,0.0,0.0
1788053233.14,0,00,99.99,,,,0.0,0.0
1788053234.14,0,00,99.99,,,,0.0,0.0
1788053235.14,0,00,99.99,,,,0.0,0.0
1788053236.14,0,00,99.99,,,,0.0,0.0
1788053237.14,0,00,99.99,,,,0.0,0.0
1788053238.14,0,00,99.99,,,,0.0,0.0
1788053239.14,0,00,99.99,,,,0.0,0.0
1788053240.14,0,00,99.99,,,,0.0,0.0
1788053241.14,0,00,99.99,,,,0.0,0.0
1788053242.14,0,00,99.99,,,,0.0,0.0
1788053243.14,0,00,99.99,,,,0.0,0.0
1788053244.14,0,00,99.99,,,,0.0,0.0
1788053245.14,0,00,99.99,,,,0.0,0.0
1788053246.14,0,00,99.99,,,,0.0,0.0
1788053247.14,0,00,99.99,,,,0.0,0.0
1788053248.14,0,00,99.99,,,,0.0,0.0
1788053249.14,0,00,99.99,,,,0.0,0.0
1788053250.14,0,00,99.99,,,,0.0,0.0
1788053251.14,0,00,99.99,,,,0.0,0.0
1788053252.14,0,00,99.99,,,,0.0,0.0
1788053253.15,0,00,99.99,,,,0.0,0.0
1788053254.14,0,00,99.99,,,,0.0,0.0
1788053255.14,0,00,99.99,,,,0.0,0.0
1788053256.14,0,00,99.99,,,,0.0,0.0
1788053257.14,0,00,99.99,,,,0.0,0.0
1788053258.15,0,00,99.99,,,,0.0,0.0
1788053259.14,0,00,99.99,,,,0.0,0.0
1788053260.14,0,00,99.99,,,,0.0,0.0
1788053261.14,0,00,99.99,,,,0.0,0.0
1788053262.14,0,00,99.99,,,,0.0,0.0
1788053263.14,0,00,99.99,,,,0.0,0.0
1788053264.14,0,00,99.99,,,,0.0,0.0
1788053265.14,0,00,99.99,,,,0.0,0.0
1788053266.14,0,00,99.99,,,,0.0,0.0
1788053267.14,0,00,99.99,,,,0.0,0.0
1788053268.14,0,00,99.99,,,,0.0,0.0
1788053269.14,0,00,99.99,,,,0.0,0.0
1788053270.14,0,00,99.99,,,,0.0,0.0
1788053271.14,0,00,99.99,,,,0.0,0.0
1788053272.14,0,00,99.99,,,,0.0,0.0
1788053273.14,0,00,99.99,,,,0.0,0.0
1788053274.14,0,00,99.99,,,,0.0,0.0
1788053275.14,0,00,99.99,,,,0.0,0.0
1788053276.14,0,00,99.99,,,,0.0,0.0
1788053277.14,0,00,99.99,,,,0.0,0.0
1788053278.14,0,00,99.99,,,,0.0,0.0
1788053279.14,0,00,99.99,,,,0.0,0.0
1788053280.14,0,00,99.99,,,,0.0,0.0
1788053281.14,0,00,99.99,,,,0.0,0.0
1788053282.14,0,00,99.99,,,,0.0,0.0
1788053283.14,0,00,99.99,,,,0.0,0.0
1788053284.14,0,00,99.99,,,,0.0,0.0
1788053285.14,0,00,99.99,,,,0.0,0.0
1788053286.14,0,00,99.99,,,,0.0,0.0
1788053287.14,0,00,99.99,,,,0.0,0.0
1788053288.14,0,00,99.99,,,,0.0,0.0
1788053289.14,0,00,99.99,,,,0.0,0.0
1788053290.14,0,00,99.99,,,,0.0,0.0
1788053291.15,0,00,99.99,,,,0.0,0.0
1788053292.14,0,00,99.99,,,,0.0,0.0
1788053293.14,0,00,99.99,,,,0.0,0.0
1788053294.14,0,00,99.99,,,,0.0,0.0
1788053295.14,0,00,99.99,,,,0.0,0.0
1788053296.14,0,00,99.99,,,,0.0,0.0
1788053297.15,0,00,99.99,,,,0.0,0.0
1788053298.14,0,00,99.99,,,,0.0,0.0
1788053299.14,0,00,99.99,,,,0.0,0.0
1788053300.14,0,00,99.99,,,,0.0,0.0
1788053301.14,0,00,99.99,,,,0.0,0.0
1788053302.15,0,00,99.99,,,,0.0,0.0
1788053303.14,0,00,99.99,,,,0.0,0.0
1788053304.14,0,00,99.99,,,,0.0,0.0
1788053305.14,0,00,99.99,,,,0.0,0.0
1788053306.14,0,00,99.99,,,,0.0,0.0
1788053307.15,0,00,99.99,,,,0.0,0.0
1788053308.14,0,00,99.99,,,,0.0,0.0
1788053309.14,0,00,99.99,,,,0.0,0.0
1788053310.15,0,00,99.99,,,,0.0,0.0
1788053311.14,0,00,99.99,,,,0.0,0.0
1788053312.14,0,00,99.99,,,,0.0,0.0
1788053313.14,0,00,99.99,,,,0.0,0.0
1788053314.14,0,00,99.99,,,,0.0,0.0
1788053315.14,0,00,99.99,,,,0.0,0.0
1788053316.14,0,00,99.99,,,,0.0,0.0
1788053317.14,0,00,99.99,,,,0.0,0.0
1788053318.14,0,00,99.99,,,,0.0,0.0
1788053319.14,0,00,99.99,,,,0.0,0.0
1788053320.14,0,00,99.99,,,,0.0,0.0
1788053321.14,0,00,99.99,,,,0.0,0.0
1788053322.14,0,00,99.99,,,,0.0,0.0
1788053323.15,0,00,99.99,,,,0.0,0.0
1788053324.15,0,00,99.99,,,,0.0,0.0
1788053325.15,0,00,99.99,,,,0.0,0.0
1788053326.14,0,00,99.99,,,,0.0,0.0
1788053327.14,0,00,99.99,,,,0.0,0.0
1788053328.14,0,00,99.99,,,,0.0,0.0
1788053329.14,0,00,99.99,,,,0.0,0.0
1788053330.14,0,00,99.99,,,,0.0,0.0
1788053331.14,0,00,99.99,,,,0.0,0.0
1788053332.14,0,00,99.99,,,,0.0,0.0
1788053333.14,0,00,99.99,,,,0.0,0.0
1788053334.15,0,00,99.99,,,,0.0,0.0
1788053335.14,0,00,99.99,,,,0.0,0.0
1788053336.15,0,00,99.99,,,,0.0,0.0
1788053337.15,0,00,99.99,,,,0.0,0.0
1788053338.14,0,00,99.99,,,,0.0,0.0
1788053339.15,0,00,99.99,,,,0.0,0.0
1788053340.15,0,00,99.99,,,,0.0,0.0
1788053341.14,0,00,99.99,,,,0.0,0.0
1788053342.14,0,00,99.99,,,,0.0,0.0
1788053343.14,0,00,99.99,,,,0.0,0.0
1788053344.15,0,00,99.99,,,,0.0,0.0
1788053345.15,0,00,99.99,,,,0.0,0.0
1788053346.14,0,00,99.99,,,,0.0,0.0
1788053347.15,0,00,99.99,,,,0.0,0.0
1788053348.15,0,00,99.99,,,,0.0,0.0
1788053349.14,0,00,99.99,,,,0.0,0.0
1788053350.14,0,00,99.99,,,,0.0,0.0
1788053351.14,0,00,99.99,,,,0.0,0.0
1788053352.15,0,00,99.99,,,,0.0,0.0
1788053353.14,0,00,99.99,,,,0.0,0.0
1788053354.15,0,00,99.99,,,,0.0,0.0
1788053355.14,0,00,99.99,,,,0.0,0.0
1788053356.14,0,00,99.99,,,,0.0,0.0
1788053357.14,0,00,99.99,,,,0.0,0.0
1788053358.14,0,00,99.99,,,,0.0,0.0
1788053359.14,0,00,99.99,,,,0.0,0.0
1788053360.14,0,00,99.99,,,,0.0,0.0
1788053361.14,0,00,99.99,,,,0.0,0.0
1788053362.14,0,00,99.99,,,,0.0,0.0
1788053363.14,0,00,99.99,,,,0.0,0.0
1788053364.15,0,00,99.99,,,,0.0,0.0
1788053365.15,0,00,99.99,,,,0.0,0.0
1788053366.14,0,00,99.99,,,,0.0,0.0
1788053367.15,0,00,99.99,,,,0.0,0.0
1788053368.14,0,00,99.99,,,,0.0,0.0
1788053369.15,0,00,99.99,,,,0.0,0.0
1788053370.15,0,00,99.99,,,,0.0,0.0
1788053371.14,0,00,99.99,,,,0.0,0.0
1788053372.15,0,00,99.99,,,,0.0,0.0
1788053373.14,0,00,99.99,,,,0.0,0.0
1788053374.14,0,00,99.99,,,,0.0,0.0
1788053375.14,0,00,99.99,,,,0.0,0.0
1788053376.15,0,00,99.99,,,,0.0,0.0
1788053377.14,0,00,99.99,,,,0.0,0.0
1788053378.15,0,00,99.99,,,,0.0,0.0
1788053379.15,0,00,99.99,,,,0.0,0.0
1788053380.15,0,00,99.99,,,,0.0,0.0
1788053381.15,0,00,99.99,,,,0.0,0.0
1788053382.15,0,00,99.99,,,,0.0,0.0
1788053383.15,0,00,99.99,,,,0.0,0.0
1788053384.15,0,00,99.99,,,,0.0,0.0
1788053385.15,0,00,99.99,,,,0.0,0.0
1788053386.15,0,00,99.99,,,,0.0,0.0
1788053387.15,0,00,99.99,,,,0.0,0.0
1788053388.15,0,00,99.99,,,,0.0,0.0
1788053389.15,0,00,99.99,,,,0.0,0.0
1788053390.14,0,00,99.99,,,,0.0,0.0
1788053391.15,0,00,99.99,,,,0.0,0.0
1788053392.15,0,00,99.99,,,,0.0,0.0
1788053393.15,0,00,99.99,,,,0.0,0.0
1788053394.15,0,00,99.99,,,,0.0,0.0
1788053395.15,0,00,99.99,,,,0.0,0.0
1788053396.15,0,00,99.99,,,,0.0,0.0
1788053397.15,0,00,99.99,,,,0.0,0.0
1788053398.15,0,00,99.99,,,,0.0,0.0
1788053399.15,0,00,99.99,,,,0.0,0.0
1788053400.15,0,00,99.99,,,,0.0,0.0
1788053401.15,0,00,99.99,,,,0.0,0.0
1788053402.15,0,00,99.99,,,,0.0,0.0
1788053403.15,0,00,99.99,,,,0.0,0.0
1788053404.15,0,00,99.99,,,,0.0,0.0
1788053405.15,0,00,99.99,,,,0.0,0.0
1788053406.15,0,00,99.99,,,,0.0,0.0
1788053407.15,0,00,99.99,,,,0.0,0.0
1788053408.15,0,00,99.99,,,,0.0,0.0
1788053409.15,0,00,99.99,,,,0.0,0.0
1788053410.15,0,00,99.99,,,,0.0,0.0
1788053411.15,0,00,99.99,,,,0.0,0.0
1788053412.15,0,00,99.99,,,,0.0,0.0
1788053413.15,0,00,99.99,,,,0.0,0.0
1788053414.15,0,00,99.99,,,,0.0,0.0
1788053415.15,0,00,99.99,,,,0.0,0.0
1788053416.15,0,00,99.99,,,,0.0,0.0
1788053417.15,0,00,99.99,,,,0.0,0.0
1788053418.15,0,00,99.99,,,,0.0,0.0
1788053419.15,0,00,99.99,,,,0.0,0.0
1788053420.15,0,00,99.99,,,,0.0,0.0
1788053421.15,0,00,99.99,,,,0.0,0.0
1788053422.15,0,00,99.99,,,,0.0,0.0
1788053423.15,0,00,99.99,,,,0.0,0.0
1788053424.15,0,00,99.99,,,,0.0,0.0
1788053425.15,0,00,99.99,,,,0.0,0.0
1788053426.15,0,00,99.99,,,,0.0,0.0
1788053427.15,0,00,99.99,,,,0.0,0.0
1788053428.15,0,00,99.99,,,,0.0,0.0
1788053429.15,0,00,99.99,,,,0.0,0.0
1788053430.15,0,00,99.99,,,,0.0,0.0
1788053431.15,0,00,99.99,,,,0.0,0.0
1788053432.15,0,00,99.99,,,,0.0,0.0
1788053433.15,0,00,99.99,,,,0.0,0.0
1788053434.15,0,00,99.99,,,,0.0,0.0
1788053435.15,0,00,99.99,,,,0.0,0.0
1788053436.15,0,00,99.99,,,,0.0,0.0
1788053437.15,0,00,99.99,,,,0.0,0.0
1788053438.15,0,00,99.99,,,,0.0,0.0
1788053439.15,0,00,99.99,,,,0.0,0.0
1788053440.15,0,00,99.99,,,,0.0,0.0
1788053441.15,0,00,99.99,,,,0.0,0.0
1788053442.15,0,00,99.99,,,,0.0,0.0
1788053443.15,0,00,99.99,,,,0.0,0.0
1788053444.15,0,00,99.99,,,,0.0,0.0
1788053445.15,0,00,99.99,,,,0.0,0.0
1788053446.15,0,00,99.99,,,,0.0,0.0
1788053447.15,0,00,99.99,,,,0.0,0.0
1788053448.15,0,00,99.99,,,,0.0,0.0
1788053449.15,0,00,99.99,,,,0.0,0.0
1788053450.15,0,00,99.99,,,,0.0,0.0
1788053451.15,0,00,99.99,,,,0.0,0.0
1788053452.15,0,00,99.99,,,,0.0,0.0
1788053453.15,0,00,99.99,,,,0.0,0.0
1788053454.15,0,00,99.99,,,,0.0,0.0
1788053455.15,0,00,99.99,,,,0.0,0.0
1788053456.15,0,00,99.99,,,,0.0,0.0
1788053457.15,0,00,99.99,,,,0.0,0.0
1788053458.15,0,00,99.99,,,,0.0,0.0
1788053459.15,0,00,99.99,,,,0.0,0.0
1788053460.15,0,00,99.99,,,,0.0,0.0
1788053461.15,0,00,99.99,,,,0.0,0.0
1788053462.15,0,00,99.99,,,,0.0,0.0
1788053463.15,0,00,99.99,,,,0.0,0.0
1788053464.15,0,00,99.99,,,,0.0,0.0
1788053465.15,0,00,99.99,,,,0.0,0.0
1788053466.15,0,00,99.99,,,,0.0,0.0
1788053467.15,0,00,99.99,,,,0.0,0.0
1788053468.15,0,00,99.99,,,,0.0,0.0
1788053469.15,0,00,99.99,,,,0.0,0.0
1788053470.15,0,00,99.99,,,,0.0,0.0
1788053471.15,0,00,99.99,,,,0.0,0.0
1788053472.15,0,00,99.99,,,,0.0,0.0
1788053473.15,0,00,99.99,,,,0.0,0.0
1788053474.15,0,00,99.99,,,,0.0,0.0
1788053475.15,0,00,99.99,,,,0.0,0.0
1788053476.15,0,00,99.99,,,,0.0,0.0
1788053477.15,0,00,99.99,,,,0.0,0.0
1788053478.15,0,00,99.99,,,,0.0,0.0
1788053479.15,0,00,99.99,,,,0.0,0.0
1788053480.15,0,00,99.99,,,,0.0,0.0
1788053481.15,0,00,99.99,,,,0.0,0.0
1788053482.15,0,00,99.99,,,,0.0,0.0
1788053483.15,0,00,99.99,,,,0.0,0.0
1788053484.15,0,00,99.99,,,,0.0,0.0
1788053485.15,0,00,99.99,,,,0.0,0.0
1788053486.15,0,00,99.99,,,,0.0,0.0
1788053487.15,0,00,99.99,,,,0.0,0.0
1788053488.15,0,00,99.99,,,,0.0,0.0
1788053489.15,0,00,99.99,,,,0.0,0.0
1788053490.15,0,00,99.99,,,,0.0,0.0
1788053491.15,0,00,99.99,,,,0.0,0.0
1788053492.15,0,00,99.99,,,,0.0,0.0
1788053493.15,0,00,99.99,,,,0.0,0.0
1788053494.15,0,00,99.99,,,,0.0,0.0
1788053495.15,0,00,99.99,,,,0.0,0.0
1788053497.15,0,00,99.99,,,,0.0,0.0
1788053498.15,0,00,99.99,,,,0.0,0.0
1788053499.15,0,00,99.99,,,,0.0,0.0
1788053500.15,0,00,99.99,,,,0.0,0.0
1788053501.15,0,00,99.99,,,,0.0,0.0
1788053502.15,0,00,99.99,,,,0.0,0.0
1788053503.15,0,00,99.99,,,,0.0,0.0
1788053504.15,0,00,99.99,,,,0.0,0.0
1788053505.15,0,00,99.99,,,,0.0,0.0
1788053506.15,0,00,99.99,,,,0.0,0.0
1788053507.15,0,00,99.99,,,,0.0,0.0
1788053508.15,0,00,99.99,,,,0.0,0.0
1788053509.15,0,00,99.99,,,,0.0,0.0
1788053510.15,0,00,99.99,,,,0.0,0.0
1788053511.15,0,00,99.99,,,,0.0,0.0
1788053512.15,0,00,99.99,,,,0.0,0.0
1788053513.15,0,00,99.99,,,,0.0,0.0
1788053514.15,0,00,99.99,,,,0.0,0.0
1788053515.15,0,00,99.99,,,,0.0,0.0
1788053516.15,0,00,99.99,,,,0.0,0.0
1788053517.15,0,00,99.99,,,,0.0,0.0
1788053518.15,0,00,99.99,,,,0.0,0.0
1788053519.15,0,00,99.99,,,,0.0,0.0
1788053520.15,0,00,99.99,,,,0.0,0.0
1788053521.15,0,00,99.99,,,,0.0,0.0
1788053522.15,0,00,99.99,,,,0.0,0.0
1788053523.15,0,00,99.99,,,,0.0,0.0
1788053524.15,0,00,99.99,,,,0.0,0.0
1788053525.15,0,00,99.99,,,,0.0,0.0
1788053526.15,0,00,99.99,,,,0.0,0.0
1788053527.15,0,00,99.99,,,,0.0,0.0
1788053528.15,0,00,99.99,,,,0.0,0.0
1788053529.15,0,00,99.99,,,,0.0,0.0
1788053530.15,0,00,99.99,,,,0.0,0.0
1788053531.15,0,00,99.99,,,,0.0,0.0
1788053532.15,0,00,99.99,,,,0.0,0.0
1788053533.15,0,00,99.99,,,,0.0,0.0
1788053534.15,0,00,99.99,,,,0.0,0.0
1788053535.15,0,00,99.99,,,,0.0,0.0
1788053536.15,0,00,99.99,,,,0.0,0.0
1788053537.15,0,00,99.99,,,,0.0,0.0
1788053538.15,0,00,99.99,,,,0.0,0.0
1788053539.15,0,00,99.99,,,,0.0,0.0
1788053540.15,0,00,99.99,,,,0.0,0.0
1788053541.15,0,00,99.99,,,,0.0,0.0
1788053542.15,0,00,99.99,,,,0.0,0.0
1788053543.15,0,00,99.99,,,,0.0,0.0
1788053544.15,0,00,99.99,,,,0.0,0.0
1788053545.15,0,00,99.99,,,,0.0,0.0
1788053546.15,0,00,99.99,,,,0.0,0.0
1788053547.15,0,00,99.99,,,,0.0,0.0
1788053548.15,0,00,99.99,,,,0.0,0.0
1788053549.15,0,00,99.99,,,,0.0,0.0
1788053550.15,0,00,99.99,,,,0.0,0.0
1788053551.15,0,00,99.99,,,,0.0,0.0
1788053552.15,0,00,99.99,,,,0.0,0.0
1788053553.15,0,00,99.99,,,,0.0,0.0
1788053554.15,0,00,99.99,,,,0.0,0.0
1788053555.16,0,00,99.99,,,,0.0,0.0
1788053556.15,0,00,99.99,,,,0.0,0.0
1788053557.15,0,00,99.99,,,,0.0,0.0
1788053558.15,0,00,99.99,,,,0.0,0.0
1788053559.15,0,00,99.99,,,,0.0,0.0
1788053560.15,0,00,99.99,,,,0.0,0.0
1788053561.15,0,00,99.99,,,,0.0,0.0
1788053562.15,0,00,99.99,,,,0.0,0.0
1788053563.15,0,00,99.99,,,,0.0,0.0
1788053564.15,0,00,99.99,,,,0.0,0.0
1788053565.15,0,00,99.99,,,,0.0,0.0
1788053566.15,0,00,99.99,,,,0.0,0.0
1788053567.15,0,00,99.99,,,,0.0,0.0
1788053568.15,0,00,99.99,,,,0.0,0.0
1788053569.15,0,00,99.99,,,,0.0,0.0
1788053570.15,0,00,99.99,,,,0.0,0.0
1788053571.15,0,00,99.99,,,,0.0,0.0
1788053572.15,0,00,99.99,,,,0.0,0.0
1788053573.15,0,00,99.99,,,,0.0,0.0
1788053574.15,0,00,99.99,,,,0.0,0.0
1788053575.15,0,00,99.99,,,,0.0,0.0
1788053576.15,0,00,99.99,,,,0.0,0.0
1788053577.15,0,00,99.99,,,,0.0,0.0
1788053578.15,0,00,99.99,,,,0.0,0.0
1788053579.15,0,00,99.99,,,,0.0,0.0
1788053580.15,0,00,99.99,,,,0.0,0.0
1788053581.15,0,00,99.99,,,,0.0,0.0
1788053582.15,0,00,99.99,,,,0.0,0.0
1788053583.15,0,00,99.99,,,,0.0,0.0
1788053584.15,0,00,99.99,,,,0.0,0.0
1788053585.15,0,00,99.99,,,,0.0,0.0
1788053586.15,0,00,99.99,,,,0.0,0.0
1788053587.15,0,00,99.99,,,,0.0,0.0
1788053588.15,0,00,99.99,,,,0.0,0.0
1788053589.15,0,00,99.99,,,,0.0,0.0
1788053590.15,0,00,99.99,,,,0.0,0.0
1788053591.15,0,00,99.99,,,,0.0,0.0
1788053592.15,0,00,99.99,,,,0.0,0.0
1788053593.15,0,00,99.99,,,,0.0,0.0
1788053594.15,0,00,99.99,,,,0.0,0.0
1788053595.15,0,00,99.99,,,,0.0,0.0
1788053596.15,0,00,99.99,,,,0.0,0.0
1788053597.15,0,00,99.99,,,,0.0,0.0
1788053598.15,0,00,99.99,,,,0.0,0.0
1788053599.15,0,00,99.99,,,,0.0,0.0
1788053600.15,0,00,99.99,,,,0.0,0.0
1788053601.15,0,00,99.99,,,,0.0,0.0
1788053602.15,0,00,99.99,,,,0.0,0.0
1788053603.15,0,00,99.99,,,,0.0,0.0
1788053604.15,0,00,99.99,,,,0.0,0.0
1788053605.15,0,00,99.99,,,,0.0,0.0
1788053606.15,0,00,99.99,,,,0.0,0.0
1788053607.15,0,00,99.99,,,,0.0,0.0
1788053608.15,0,00,99.99,,,,0.0,0.0
1788053609.15,0,00,99.99,,,,0.0,0.0
1788053610.15,0,00,99.99,,,,0.0,0.0
1788053611.15,0,00,99.99,,,,0.0,0.0
1788053612.15,0,00,99.99,,,,0.0,0.0
1788053613.15,0,00,99.99,,,,0.0,0.0
1788053614.15,0,00,99.99,,,,0.0,0.0
1788053615.16,0,00,99.99,,,,0.0,0.0
1788053616.15,0,00,99.99,,,,0.0,0.0
1788053617.15,0,00,99.99,,,,0.0,0.0
1788053618.15,0,00,99.99,,,,0.0,0.0
1788053619.15,0,00,99.99,,,,0.0,0.0
1788053620.15,0,00,99.99,,,,0.0,0.0
1788053621.15,0,00,99.99,,,,0.0,0.0
1788053622.15,0,00,99.99,,,,0.0,0.0
1788053623.15,0,00,99.99,,,,0.0,0.0
1788053624.15,0,00,99.99,,,,0.0,0.0
1788053625.15,0,00,99.99,,,,0.0,0.0
1788053626.15,0,00,99.99,,,,0.0,0.0
1788053627.15,0,00,99.99,,,,0.0,0.0
1788053628.15,0,00,99.99,,,,0.0,0.0
1788053629.15,0,00,99.99,,,,0.0,0.0
1788053630.15,0,00,99.99,,,,0.0,0.0
1788053631.16,0,00,99.99,,,,0.0,0.0
1788053632.15,0,00,99.99,,,,0.0,0.0
1788053633.15,0,00,99.99,,,,0.0,0.0
1788053634.15,0,00,99.99,,,,0.0,0.0
1788053635.15,0,00,99.99,,,,0.0,0.0
1788053636.15,0,00,99.99,,,,0.0,0.0
1788053637.15,0,00,99.99,,,,0.0,0.0
1788053638.15,0,00,99.99,,,,0.0,0.0
1788053639.15,0,00,99.99,,,,0.0,0.0
1788053640.15,0,00,99.99,,,,0.0,0.0
1788053641.16,0,00,99.99,,,,0.0,0.0
1788053642.15,0,00,99.99,,,,0.0,0.0
1788053643.15,0,00,99.99,,,,0.0,0.0
1788053644.15,0,00,99.99,,,,0.0,0.0
1788053645.15,0,00,99.99,,,,0.0,0.0
1788053646.15,0,00,99.99,,,,0.0,0.0
1788053647.16,0,00,99.99,,,,0.0,0.0
1788053648.15,0,00,99.99,,,,0.0,0.0
1788053649.15,0,00,99.99,,,,0.0,0.0
1788053650.16,0,00,99.99,,,,0.0,0.0
1788053651.16,0,00,99.99,,,,0.0,0.0
1788053652.15,0,00,99.99,,,,0.0,0.0
1788053653.15,0,00,99.99,,,,0.0,0.0
1788053654.16,0,00,99.99,,,,0.0,0.0
1788053655.16,0,00,99.99,,,,0.0,0.0
1788053656.15,0,00,99.99,,,,0.0,0.0
1788053657.16,0,00,99.99,,,,0.0,0.0
1788053658.15,0,00,99.99,,,,0.0,0.0
1788053659.15,0,00,99.99,,,,0.0,0.0
1788053660.15,0,00,99.99,,,,0.0,0.0
1788053661.16,0,00,99.99,,,,0.0,0.0
1788053662.15,0,00,99.99,,,,0.0,0.0
1788053663.15,0,00,99.99,,,,0.0,0.0
1788053664.15,0,00,99.99,,,,0.0,0.0
1788053665.15,0,00,99.99,,,,0.0,0.0
1788053666.15,0,00,99.99,,,,0.0,0.0
1788053667.16,0,00,99.99,,,,0.0,0.0
1788053668.15,0,00,99.99,,,,0.0,0.0
1788053669.15,0,00,99.99,,,,0.0,0.0
1788053670.16,0,00,99.99,,,,0.0,0.0
1788053671.16,0,00,99.99,,,,0.0,0.0
1788053672.16,0,00,99.99,,,,0.0,0.0
1788053673.15,0,00,99.99,,,,0.0,0.0
1788053674.15,0,00,99.99,,,,0.0,0.0
1788053675.15,0,00,99.99,,,,0.0,0.0
1788053676.15,0,00,99.99,,,,0.0,0.0
1788053677.15,0,00,99.99,,,,0.0,0.0
1788053678.15,0,00,99.99,,,,0.0,0.0
1788053679.15,0,00,99.99,,,,0.0,0.0
1788053680.15,0,00,99.99,,,,0.0,0.0
1788053681.15,0,00,99.99,,,,0.0,0.0
1788053682.15,0,00,99.99,,,,0.0,0.0
1788053683.16,0,00,99.99,,,,0.0,0.0
1788053684.16,0,00,99.99,,,,0.0,0.0
1788053685.16,0,00,99.99,,,,0.0,0.0
1788053686.16,0,00,99.99,,,,0.0,0.0
1788053687.16,0,00,99.99,,,,0.0,0.0
1788053688.16,0,00,99.99,,,,0.0,0.0
1788053689.16,0,00,99.99,,,,0.0,0.0
1788053690.16,0,00,99.99,,,,0.0,0.0
1788053691.16,0,00,99.99,,,,0.0,0.0
1788053692.16,0,00,99.99,,,,0.0,0.0
1788053693.16,0,00,99.99,,,,0.0,0.0
1788053694.16,0,00,99.99,,,,0.0,0.0
1788053695.16,0,00,99.99,,,,0.0,0.0
1788053696.16,0,00,99.99,,,,0.0,0.0
1788053697.15,0,00,99.99,,,,0.0,0.0
1788053698.15,0,00,99.99,,,,0.0,0.0
1788053699.16,0,00,99.99,,,,0.0,0.0
1788053700.16,0,00,99.99,,,,0.0,0.0
1788053701.16,0,00,99.99,,,,0.0,0.0
1788053702.16,0,00,99.99,,,,0.0,0.0
1788053703.16,0,00,99.99,,,,0.0,0.0
1788053704.16,0,00,99.99,,,,0.0,0.0
1788053705.16,0,00,99.99,,,,0.0,0.0
1788053706.16,0,00,99.99,,,,0.0,0.0
1788053707.16,0,00,99.99,,,,0.0,0.0
1788053708.16,0,00,99.99,,,,0.0,0.0
1788053709.16,0,00,99.99,,,,0.0,0.0
1788053710.16,0,00,99.99,,,,0.0,0.0
1788053711.16,0,00,99.99,,,,0.0,0.0
1788053712.16,0,00,99.99,,,,0.0,0.0
1788053713.16,0,00,99.99,,,,0.0,0.0
1788053714.16,0,00,99.99,,,,0.0,0.0
